,축제명,축제주요내용
154,마켓을 여행하다 ,"['랜드', '테일', '운영', '강', '강서점', '서점', '연말', '셀러', '참가', '랄랄', '랄랄라', '라', '마켓', '을', '개최', '블루', '블루펌', '펌', '은', '여행', '사랑', '엄마', '마음', '세계', '각국', '핸드', '핸드메이드', '메이드', '장인', '유니', '유니크한', '크한', '의류', '커피', '커피존', '존', '디저트', '디저트존', '향토', '향토음식존', '음식', '글로벌', '시식', '시식존', '파', '파머스', '머스', '등', '크리스마스', '느낌', '핵심', '콘텐츠', '한자리', '관광객', '도민', '특색', '제주', '제주미식', '미식', '고', '대표', '석', '석창현', '창현', '이', '기존', '모', '모하지', '하지', '플랫폼', '관광지', '입장권', '투어', '투어패스', '패스', '판매', '오픈', '불과', '통합', '기획', '상품', '구매', '수', '서비스', '셈', '모', '하나', '하나투어가', '투', '어가', '패키지', '하나투어', '1', '1월', '월', '소비자', '판매자', '연결', '전', '거래', '자유', '들', '인프라']"
155,국제차문화대전 ,"['글로벌', '문화', '의', '아이콘', '굿즈', '진품', '가품', '전시', '지식', '지식재산권', '재산권', '보호', '중요', '2019', '대한', '대한민국', '민국', '지식재산', '재산', '대전', '은', '발명', '발명특허', '특허', '상표', '디자인', '전', '서울', '국제', '발명전시', '발명전시회', '전시회', '3', '3개', '개', '동시', '개최', '국내', '최대', '굿', '굿즈', '즈', '올해', '전시가', '시가', '방탕', '방탕소년단', '소년단', '시', '제공', '허', '허태정', '태정', '시장', '민선', '7', '7기', '기', '시정은', '정은', '시민', '정부', '지향점', '대규모', '행사', '세계', '세계과학도시연합', '과학', '도시', '연합', '사이언스', '사이언스페스티벌', '페스티벌', '등', '주요', '연계', '다양']"
156,청춘열전 흥 페스티벌 ,"['전통', '전통음악', '음악', '속', '청춘', '청춘열전', '열전', '흥', '페스티벌', '일요', '일요일인', '일인', '오늘', '화창', '날씨', '기분', '지금', '홍', '거리', '현장', '나', '터키', '한국', '한국문화원', '문화원', '주최', '초청', '초청공연', '공연', '독일', '뒤', '뒤셀도르프', '셀', '도르프', '제', '제4차', '4', '차', '한국주관', '주관', '문화', '개막', '개막행사', '행사', '출연', '홍대', '대', '1', '1등상인', '등', '상인', '최우수', '수상', '실력파', '니나노', '니나노언니', '언니', '은', '이름', '여성', '장', '장학과', '학과', '경연', '무대', '자신', '제공', '뿐', '최종', '선발', '단체', '과', '폴란드', '민속', '민속음악축제', '축제', '참가', '참가팀', '팀', '수']"
157,서울미트페어 ,"['푸드', '서울', '타워', '와인', '페어', '개최', '도심', '속', '로맨틱', '아일랜드', '20', '20일', '일', '다양', '오뚜기', '오즈', '오즈키', '키', '미트', '류', '3', '3종', '종', '특별', '재료', '수', '프리미엄', '간', '간편식', '편식', '우자', '우자조금', '조금', '올해', '처음', '저', '1', '1회', '회', '서울미트페어', '참가', '한우', '한우체험행사', '체험', '행사', '조금관리위원회', '관리', '위원회', '위원장', '민', '민경천', '경천', '13', '13일', '15', '15일', '코', '코엑스', '엑스', '진행', '이하', '참여', '육류', '마니아', '입맛', '계획', '미트페어', '맛과', '우수성', '삼성', '삼성동', '동', '시식회', '이벤트', '관람객', '랜드', '빛', '축제', '해피', '이즈', '오픈', '내년', '3월', '월', '1일', '겨울', '투', '아트', '아트제주', '제주', '2019', '패키지', '판매', '최대', '규모', '국제', '기간', '그중', '소', '소상공인', '상공인', '벼룩', '벼룩시장', '시장', '리버', '리버마켓', '마켓', '눈길', '귀농', '귀농인과', '인과', '청년', '청년농부', '농부', '소규모', '셀러', '등', '사람', '결성', '셋째', '주', '토요일', '경기', '경기도', '도', '양', '양평의', '평의']"
158,서울자전거대행진 ,"['자전거', '대행진', '코스', '약', '20', '잠실', '잠실학생체육관', '학생', '체육관', '출발', '퍼레이드', '진행', '10', '동작대', '동작대교', '교', '교차로', '반환점', '도착', '27', '27일', '일', '서울', '시', '시교육청', '교육청', '은', '28', '28일', '후', '올림픽', '올림픽공원', '공원', '해산', '평화', '평화통일', '통일', '염원', '자전거대행진', '분단', '아픔', '극복', '개성', '개성공단', '공단', '활성화', '금강산', '평화적', '이용', '남북', '남북간', '간', '점진', '점진적인', '적인', '발전', '소통', '기원', '궁극적', '9', '9일', '오전', '종로', '종로구', '구', '광화문', '광화문광장', '광장', '열린', '참가자', '2019.06', '09']"
159,라틴아메리카축제 ,"['저', '8', '8회', '회', '라틴', '메리', '메리카', '카', '축제', '9', '9월', '월', '28', '28일', '일', '서울', '성북', '성북구', '구', '성', '성북천분수마루', '북천', '분수', '마루', '정오', '저녁', '8시', '시', '주최', '성북', '글로벌', '빌리지', '빌리지센터', '센터', '주관', '이번', '행사', '협력', '상생', '파트너', '부활', '르', '티나', '선거', '선거관리국', '관리국', '은', '이날', '오후', '9시', '현지', '현지시각', '시각', '파', '포', '포퓰리즘', '퓰', '리', '즘', '진영', '유엔', '산하', '카리브', '카리브경제위원회', '경제', '위원회', '아', '아르', '공공', '공공부채', '부채', '올해', '97.7', '추정', '한편', '다양', '문화', '공존', '마카오', '10', '10월', '26', '26일', '아메리카', '도', '11', '11월', '10일', '30', '30일', '대학', '관광', '관광학교', '학교', '시립', '시립대학', '등', '고등', '고등교육기관', '교육', '기관', '업', '업코리아', '코리아', '메리카축제', '축하', '12', '12개국', '개', '국', '대사관', '관계자', '이승', '성북구청장', '구청장', '앞줄', '왼쪽', '일곱', '번째', '이', '파이팅', '일', '한성', '한성대입구역', '대입', '구역', '분수마루', '내', '외국인', '중남미', '국가', '화려', '자유', '맛', '멋', '열정적', '에너지', '수', '개최', '기호', '기호일보', '일보', '0', '안산', '안산원곡초등학교', '원곡', '초등학교', '21', '21일', '25', '25일', '교실', '특별', '특별실', '실', '온누리', '어울림', '23', '23일', '원주민', '드림', '드림캐처', '캐처', '만들기', '댄스', '체험', '체험마당', '마당', '대륙', '밖', '엘', '바', '과테말라', '오하', '오하카', '장애인', '장애인연합', '연합', '부스', '마련', '이웃', '커뮤니티', '커뮤니티간', '간', '화합', '장', '계획', '수익', '창출', '참가자', '초점', '점', '측', '역사', '사전', '사전교육자료', '자료', '제공', '학생']"
160,국립민속박물관 단오축제 ,"['사진', '한국', '한국관광공사', '관광', '공사', '국립', '국립민속박물관', '민속', '박물관', '단오', '단오축제', '축제', '2019', '6.7', '서울특별', '서울특별시', '시', '종로', '종로구', '구', '2019년', '년', '여름', '여름맞이', '맞이', '행사', '개최', '준비', '프로그램', '수리취', '수리취떡', '떡', '나누기', '단오부채', '부채', '6', '6일', '일', '9', '9일', '서울', '한국민', '한국민속박물관', '속', '6월', '월', '7', '7일', '전주', '전', '전북', '북', '전주', '전주시', '시', '덕', '공원', '일', '8', '8일', '세계', '세계커피페스티벌', '커피', '페스티벌', '불꽃', '불꽃공연', '공연', '경기', '가평', '가평군', '군', '자라', '자라섬', '섬', '울산', '마두희', '마두희축제', '추석', '나들이', '백미', '가족', '손', '문화', '관람', '가능', '창포', '머리', '머리감기', '감기', '저', '체험', '등', '분위기', '만끽', '수', '한가위', '라', '우리', '조상', '학생', '학생기자단', '기자', '단', '을', '다양', '며칠', '동안', '18', '18일', '우리', '우리나라', '나라', '전통', '명절', '전국', '각지', '제공', '강원', '강릉', '강릉시', '21', '21일', '2018', '제', '내달', '방방곡곡', '음력', '5', '5월', '5일', '위치', '체험행사', '참가', '어린이', '창포물', '뿐', '중국', '동아시아', '로', '의', '대표적', '주최', '풍남', '풍남문화법인', '법인', '주관', '17', '이틀간', '2', '2만여명의', '만', '여', '명의', '관람객', '장', '외', '오전', '경산', '경산자인', '자인', '0', '0신라시대', '신라', '시대', '0전승', '승', '0가장', '가장', '0전통', '0중', '중', '대구', '0기획공연', '기획', '0등에', '등에', '0참여', '참여', '0타', '타', '0지역', '지역', '0주민', '주민', '0자', '자', '0위', '위', '0호장행렬', '호장', '행렬']"
161,대한민국국제포토페스티벌 <변화의 틈> ,"['허', '허도령', '도령', '코', '코스프레', '스프', '레', '레크리에이션', '주제곡', '메들리', '포토', '타임', '게릴라', '공연', '등', '새', '퍼포먼스', '안동', '국제', '탈', '탈춤', '춤', '페스티', '은', '2008', '2008년', '년', '문화', '문화체육관광부', '체육', '관광', '부', '선정', '대한', '대한민국', '민국', '대표', '대표축제', '축제', '대한민국국제포토페스티벌', '페스티벌', '변화', '틈', '을', '주제', '해외', '해외전시기획자인', '전시', '기획', '자인', '양', '양정아', '정아', '예술', '예술감독', '감독', '특별전', '조아', '선임', '현대', '현대사진', '사진', '흐름', '시선', '26', '26명', '명', '작가', '개인', '개인전', '전', '올해', '6', '6회', '회', '국내외', '130', '130여', '여', '작품', '900', '900여', '여', '점', '대규모', '사진축제', '서울', '2013', '2013년']"
162,광화문국제아트페스티벌 ,"['김', '원광', '원광대학교', '대학', '교', '미술', '미술대학', '디자인', '디자인학부', '학부', '공예', '귀금속', '디', '인과', '졸업', '2019', '광화문', '광화문국제아트페스티벌', '국제', '아트', '페스티벌', '2018', '국제아트룸스페어', '룸', '스페어', '2017', '전', '전북나우아트', '북', '나우', '페어', '등', '참여', 'ㆍ', '이외', '다수', '그룹', '그룹전', '기획', '초대전', '활동', '김누리', '누리', '작가', '작업', '도시', '상점', '가게', '순수', '순수미술', '0', '0기반', '기반', '0한', '한', '이', '0개막', '개막', '올해', '015', '015회', '회', '0이번', '이번', '0행사', '행사', '0다음달', '다음달', '03', '03일', '일', '세종', '세종문화회관', '문화', '회관', '0미술관', '미술관', '0광화문', '광화', '문', '0일대', '일대', '0진행', '진행', '0서울시', '서울시', '초', '대전', '작', '아이', '아이엠', '엠', '미수', '현대', '한자리', '여', '여수', '수', '국제아트페스티벌', '06', '06일', '전남', '남', '여수', '여수시', '시', '페스티', '6', '8', '8일', '사흘간', '종로', '종로구', '구', '광장', '11', '11회', '장애인', '장애인문화예술축제', '예술', '축제', '17', '00', '개막식', '김대중', '김대중컨벤션센터', '컨벤션', '센터', '18', '도시디자인', '포럼', '환영', '만찬', '디자인호텔', '호텔', '스타트', '스타트업', '업', '충북', '충북창조경제혁신', '창조', '경제', '혁신', '김영록', '영록', '전남지사', '지사', '12', '20', '919', '평양', '평양공동선언', '공동', '선언', '1', '1주년', '주년', '기념행사', '산역']"
163,서울디저트페어 RED 빨간맛 ,"['6', '6월', '월', '일', '개최', '개최예정', '예정', '서울', '서울디저트페어', '디저트', '페어', '맛', '은', '지금', '온라인', '할인', '가격', '사전', '사전예매', '예매', '수', '검색', '검색창', '창', '핸드', '핸드메이드', '메이드', '0', '0제품', '제품', '0판매', '판매', '0전시인', '전', '시인', '0수공예존', '수공예', '존', '나', '볼', '0수', '수', '한편', '0티', '티', '0할', '할', '0가격', '0자세한', '자', '세한', '0사항', '사항', '0서울디저트페어', '0홈페이지', '홈페이지', '0통해', '통해', '0확인', '확인', '0가능', '가능', '진행', '진행중', '중', '자세', '소', '소믈리에타', '믈', '리', '에타', '즈', '디', '디페', '페', '관계자', '1', '2', '2일', '일', '의', '참가', '현재', '모', '모라이프', '라이프']"
